0,1,2,3
-69.11673181906951,18.15493539166772,-7.226730319324318,-29.632350143368427
-67.52737706288055,66.6230280173686,-8.768310094374792,-26.047252471411284
-77.89378951045009,-15.03761992496942,-6.542989323227616,-14.086998631452673
-83.75555045258173,-85.69143730258797,-4.723790386567446,-10.216124608095186
-72.12862027925033,-83.59721885949637,-4.051985201397523,-33.980786588966836
-82.08089411641517,-104.5162272047622,-4.186905681219873,-17.119019105997154
-23.131822747570524,-102.92103998065879,-1.3022005401118084,-59.722732619137076
-47.756708560273005,-109.71709197349526,-1.2102978278384313,-22.295937270677953
-47.965357467514146,-113.0116380342971,-3.7345853753317795,-24.132155565945027
-29.26937648530524,-40.79279501443257,-5.241844935056358,-32.84461723498761
-92.49865437531449,-100.46161731062043,-4.53910282117698,-3.20851410700476
-9.596179945197854,-107.61186499038132,-1.647438932063546,-66.99944996481054
-66.0252113174328,74.18069243470762,-8.628465165542607,-30.584423266000186
-34.111823539899454,-44.18408516908832,-5.652335323282067,-18.252707866938124
-18.006774456051463,-129.1142724355531,-0.445596916237873,-79.55042141554688
-75.20558223314231,-0.4784063185626053,-6.724747208741341,-17.909803989849053
-68.69587541003617,24.01786744158332,-7.450818481127477,-31.250331253279782
-36.943022380956464,-103.64442034601845,-3.2582624050001154,-45.65823857441552
-64.91981092443245,15.143491334890882,-6.996814241148622,-37.36620756438765
-62.16412987146273,106.43230778969206,-9.309209374395621,-38.224545806584075
-76.55969045015823,-99.88564432921592,-4.153157757145591,-28.445451162377154
4.213319398143867,-10.185998049448841,-3.524109271936586,-67.38649311105448
-86.24918965359551,-85.43390709135961,-5.202558132242862,1.4738899397544571
-27.459979381792216,-46.40933715803543,-5.677843034252438,-37.870546269219616
-15.888790007204673,-32.00403260502675,-4.409796686668354,-46.80873535190699
-19.56121174255936,18.60411846046506,-7.05948357764456,-34.92243465400732
-85.61145050631427,-101.4418365126276,-4.256403862772411,-8.067548265369396
-71.78810300963076,17.009958721344816,-7.273169895632908,-21.96945860461919
-33.29391717478386,-3.6095837439326885,-5.893386088677419,-25.762911082218665
1.8639219612459215,-36.25308017977929,-3.137773147668276,-68.62256785226114
229.11947893157233,-5.002311114538458,-15.462184417440184,-9.694489826870011
196.47657954007582,-0.7191354229493641,-14.43406850778355,-16.117810019304272
186.81801131234639,-75.28868966753487,-12.903798845479399,-2.859811431580397
146.9625538597957,30.23973564895158,-15.3390805370277,28.249705167782736
233.8949135616293,81.98471718867873,-17.25811038420184,-23.762399201145513
227.1987398626832,-20.563020150869406,-15.022699801054284,-4.5390094132556555
238.62954919448143,11.090988343954422,-16.718596661291443,0.9945784259384993
166.11502806007113,-114.93461540616153,-13.491405374865515,46.24835657056889
189.07299362213658,-133.53406291688668,-11.005165017854756,2.18646490833018
255.0138390314436,-25.27765369431718,-12.501469751643024,-9.17574650702582
166.01936509599847,-92.8187320272659,-13.154537158370148,31.651092820379688
234.84570787315252,-138.48340308196018,-13.153988921614348,2.125710111320359
192.50861147114023,46.13828866901761,-14.892121912643866,-13.40202922190602
206.49215452064118,7.459278619542573,-14.543528394304007,-28.95134714615348
