0,1,2,3,4,5,6,7,8,9
-274.4034205119109,352.9602849312989,-103.06796946046964,-134.8210106278776,15.74026020681316,-1.6024021801367707,5.490736914463923,44.11954369481296,13.07552215154141,59.883443520457256
-248.3791280489832,-154.98325638608344,-14.007845093805122,13.878312162509088,60.65652719629505,49.3384094890727,52.87060229650843,-1.4754241043398708,-47.205790291565734,-27.781575731018783
290.01321469256163,-156.6178364889315,-54.740896242175616,7.69573311495988,81.92806869043947,25.021248589251748,-34.4130199450386,38.07419250408968,-30.094869884076992,-38.690646399580345
-76.45671301259112,-134.1043934242722,109.23005794802617,-145.50485680423103,-5.971537672930091,25.490051333242747,22.106329301857016,-20.521238370585724,21.72317228908598,53.523004952296986
72.8622509336297,-318.4136256580564,107.0222212718035,32.341145503449965,-75.33220030921464,-103.98248361849369,-27.73906036930577,72.5890189463075,-22.8016677019523,124.53645529478476
188.70359683913554,156.74282794165794,151.4231805981967,8.988131374808574,-124.53375474234535,-60.07439535262861,-13.078799336739374,-74.25235599493472,-31.235080096501182,-32.262157198563656
-32.77601227333287,-317.2238414883484,-20.96667607605521,1.588768700283083,32.013764309322866,-10.786741863761062,-24.73997202883684,-4.648849215669339,5.488365231356515,-14.579608234056717
352.2066679854973,-104.31370106457804,-52.38049687664837,13.876232146610592,16.408271965915233,12.667751802094593,-4.180469548249131,-39.204433799602796,-30.30567653827105,66.26683127247139
144.689495041199,121.7677046480522,-291.229099603227,173.00971819492753,-22.80490710739606,12.143680541910092,33.342370013931976,-97.90965081131121,14.945304669857265,-66.6512491229537
-105.57797561669383,199.60826040699362,-180.22676216154414,23.671587519288266,-43.86718350865301,34.99643019056336,28.95270097115324,85.16006504480494,31.17690626178492,46.88994575595412
82.80628334691974,120.41719882937313,167.7129158611496,13.816005603178535,68.94832090977609,-53.50116147289953,-22.324809448191584,32.33024219508911,-28.604800461033946,-73.96560471357304
129.16747401400877,334.2781134108321,132.32487090791366,6.439336737435714,37.00078944117132,-1.5161128014810448,12.66747096334071,-20.433016336980607,-8.476909574593208,129.4860567667616
200.46919018043462,84.39226408231978,82.67200594462224,-160.8554454276167,-71.63728910710084,97.59738919955323,23.74565440589206,-49.60814586992723,34.789333971069595,37.32167324353531
286.04275119440393,17.203151696846632,-20.61714770375128,152.12420626670482,2.005463084761405,-62.50076194919983,-40.79289631953222,50.72945618271337,18.65356441483378,-24.68299379099783
244.14886378148782,280.1274947545926,45.85126388006062,-202.76742099155135,8.220654083095893,-86.92800140906836,-62.047892930139916,4.526447180297849,14.743975482302545,66.47426369465704
-70.88411921484287,339.0595631035662,-277.49388344120285,134.59243879688117,57.89852427568555,50.32597760974032,-29.335192895170962,94.01097474742684,63.70627677711998,-20.047549767446938
68.92812280301601,372.78886419201837,-152.77780832480627,-100.23092105926698,-4.755338293960942,117.7056381282935,35.637682864020874,27.817204255398586,27.017614315407247,17.328447996729828
-0.10647527551601907,-396.647014651403,101.75474633560302,28.063711899864387,-47.775414855820024,-46.406728415773266,-4.2566450364824115,3.1293711730650107,64.47081879248601,37.32637455836582
-153.69206926620004,-382.1352330348704,178.87226787070915,-95.041548971205,41.85935100985205,-39.8284590111964,-7.941699602845595,-0.4069846183195032,32.33728840445946,-53.66442113728188
