0,1,2,3,4,5,6,7,8,9
-69.11673181906951,18.15493539166772,-7.226730319324318,-29.632350143368427,-2.039336134069124,-3.7348153367008567,9.79786033688374,-1.0738739575736342,-1.2264299211852618,-1.3454187053219753
-67.52737706288055,66.6230280173686,-8.768310094374792,-26.047252471411284,-2.155394185733668,-4.163817430511365,12.31505672200809,-1.1316749519556344,-1.6448804066494358,-1.402729034810646
-77.89378951045009,-15.03761992496942,-6.542989323227616,-14.086998631452673,-0.8577787235964145,-3.858282859809341,10.846831590505197,-1.162817986130569,-1.0476092693686745,-1.2794940599753124
-83.75555045258173,-85.69143730258797,-4.723790386567446,-10.216124608095186,0.3168191672747911,-5.549002031590362,11.542843051851339,-0.9096700224992502,-0.9818097854548776,-1.148356502151479
-72.12862027925033,-83.59721885949637,-4.051985201397523,-33.980786588966836,-0.7980039702813366,-4.474098888260851,7.835412228132122,-0.7699389438877782,-0.9510719568386473,-0.9063708486559875
-82.08089411641517,-104.5162272047622,-4.186905681219873,-17.119019105997154,0.21024930302173228,-4.724496486937005,9.14384785099547,-1.275445126467359,-0.8460453213475952,-0.8823087822587711
-23.131822747570524,-102.92103998065879,-1.3022005401118084,-59.722732619137076,-3.2046307564307264,2.407742203699158,8.058607181051315,0.6152863043494454,-0.9074877101878328,-1.585361423178918
-47.756708560273005,-109.71709197349526,-1.2102978278384313,-22.295937270677953,3.870080261064218,-1.625233187170437,12.495108559530586,0.880225076111711,-0.7344630075735311,-0.8307138152816796
-47.965357467514146,-113.0116380342971,-3.7345853753317795,-24.132155565945027,0.0955926904068427,-1.56547273065717,13.777461085354588,-0.31908107331896707,-1.0598041064432924,-0.5481359613556499
-29.26937648530524,-40.79279501443257,-5.241844935056358,-32.84461723498761,-1.0425923818335967,3.291967494514523,11.179184822913381,-0.41086106814275425,-1.6157215425919866,-0.9627566222637305
-92.49865437531449,-100.46161731062043,-4.53910282117698,-3.20851410700476,0.855793678529106,-6.7159450235677784,9.424861061552715,-1.4564499255023002,-1.0663588650459723,-1.0466858173733895
-9.596179945197854,-107.61186499038132,-1.647438932063546,-66.99944996481054,0.15664396776994405,5.880612564487947,4.671849634929338,0.5810908882619181,-1.7897683310963792,-0.77162690771311
-66.0252113174328,74.18069243470762,-8.628465165542607,-30.584423266000186,-2.399486427347703,-4.905751858968772,11.541756185170701,-0.6639456748464378,-1.8981393943363547,-1.1517450028435996
-34.111823539899454,-44.18408516908832,-5.652335323282067,-18.252707866938124,0.2801565129433712,5.346347461743523,10.446548843014007,-0.33589360216212094,-1.5761134671498298,-0.9465361556368284
-18.006774456051463,-129.1142724355531,-0.445596916237873,-79.55042141554688,-1.7322845466270724,2.4798504896732574,3.296856612991962,1.320581713967912,-1.3722506131286396,-0.855982239350373
-75.20558223314231,-0.4784063185626053,-6.724747208741341,-17.909803989849053,-0.941559523585453,-4.641247464840628,11.002947177447467,-0.7640223219597602,-1.312239262586826,-1.1990047935821784
-68.69587541003617,24.01786744158332,-7.450818481127477,-31.250331253279782,-1.9924274571655558,-4.1945300008057576,10.645822104244868,-1.1608589555587108,-1.499229607519494,-1.1216271139816214
-36.943022380956464,-103.64442034601845,-3.2582624050001154,-45.65823857441552,-1.0023551643756283,-1.9149743202046423,11.903048114148199,0.3382916827196974,-1.0914034017035517,-0.7535542994133204
-64.91981092443245,15.143491334890882,-6.996814241148622,-37.36620756438765,-2.2835530195172655,-3.548897123371148,9.48725477614645,-1.032795883394577,-1.4653460669770806,-1.0566129556877164
-62.16412987146273,106.43230778969206,-9.309209374395621,-38.224545806584075,-3.6091822412653167,-4.540046913079943,10.378502404722276,-0.31940186147834226,-1.8984548244120159,-1.2324077000090872
-76.55969045015823,-99.88564432921592,-4.153157757145591,-28.445451162377154,-0.33934634218793036,-4.822437164441476,8.285318982982329,-1.4728244433216986,-0.9241846253847235,-0.9025348094653637
4.213319398143867,-10.185998049448841,-3.524109271936586,-67.38649311105448,-3.4180813670032535,8.077051570344413,5.9910929301255065,1.6071936924341825,-2.011032821040906,-1.3677655935376782
-86.24918965359551,-85.43390709135961,-5.202558132242862,1.4738899397544571,1.258901475787531,2.591582314097927,1.0464471085638234,-1.66257658930723,-0.8317216210311423,-1.0380904944272493
-27.459979381792216,-46.40933715803543,-5.677843034252438,-37.870546269219616,-1.092712951681884,1.821243713843245,10.717188384675321,-0.6165626730670043,-1.6367928505512088,-0.9087880858573338
-15.888790007204673,-32.00403260502675,-4.409796686668354,-46.80873535190699,-2.544810854354329,3.4408489823632173,11.027052496790212,0.08981034587581116,-1.7298241316077738,-1.062837733995176
-19.56121174255936,18.60411846046506,-7.05948357764456,-34.92243465400732,-2.661333297124314,6.773167441323935,9.634321903973156,0.526167282160511,-1.356562220707403,-2.040400511576017
-85.61145050631427,-101.4418365126276,-4.256403862772411,-8.067548265369396,1.0801645877273547,-4.934142035954292,10.309024571423691,-1.043391456753792,-1.031629857900505,-0.6630962147666092
-71.78810300963076,17.009958721344816,-7.273169895632908,-21.96945860461919,-1.2399246986214116,-3.1190861403767904,10.847063254667582,-0.5699704069136124,-1.2649946952744198,-1.234030442827481
-33.29391717478386,-3.6095837439326885,-5.893386088677419,-25.762911082218665,-1.1086676293541267,3.2842103977143537,10.54304260629096,1.19222931416701,-1.3317957093339141,-1.2947246694528076
1.8639219612459215,-36.25308017977929,-3.137773147668276,-68.62256785226114,-1.6134867649820723,7.123041933653731,7.119400091988047,0.7504683237686427,-1.8940804998651335,-1.3603257350818232
229.11947893157233,-5.002311114538458,-15.462184417440184,-9.694489826870011,0.5308338392746075,-23.97173973535071,0.5358847247742462,-0.14478835198714746,0.6443038724303229,0.5678818055628354
196.47657954007582,-0.7191354229493641,-14.43406850778355,-16.117810019304272,-0.6547945164300337,-4.541697612872522,-14.585824281920921,-1.6873535112515203,0.25866579334517015,-0.3678758721531139
186.81801131234639,-75.28868966753487,-12.903798845479399,-2.859811431580397,0.7797375298963267,0.08890091691917945,-17.23033256195987,-2.1946130608024674,0.3865349427913394,-0.2025392387947531
146.9625538597957,30.23973564895158,-15.3390805370277,28.249705167782736,1.053976393838794,34.96957606464599,-11.874571380789138,-3.390629639886635,-0.5128872273955652,-0.9873459711104459
233.8949135616293,81.98471718867873,-17.25811038420184,-23.762399201145513,-2.4914232516646924,-18.755013847645383,-1.6945631917586315,-0.2913901673015241,-0.02867103423691575,0.2838650576202002
227.1987398626832,-20.563020150869406,-15.022699801054284,-4.5390094132556555,-0.10047525422715786,-22.14362200511428,4.987336450964647,-0.363718125209937,0.6658011035575435,0.7144536696675465
